id,file_path,speech,class
aew_b0321,aew\arctic_b0321.wav,"Instead, he arrived on the night of the second day.",aew
aew_b0010,aew\arctic_b0010.wav,"He turned the map to Gregson, pointing with his finger.",aew
aew_b0049,aew\arctic_b0049.wav,"There was nothing more, except a large ink blot under the words.",aew
aew_b0189,aew\arctic_b0189.wav,That is what distinguishes all of us from the lower animals.,aew
aew_a0147,aew\arctic_a0147.wav,A moment before he was intoxicated by a joy that was almost madness.,aew
aew_a0076,aew\arctic_a0076.wav,The gray eyes faltered; the flush deepened.,aew
aew_a0233,aew\arctic_a0233.wav,I never allow what can't be changed to annoy me.,aew
aew_b0267,aew\arctic_b0267.wav,The boy threw back his head with pride.,aew
aew_b0483,aew\arctic_b0483.wav,The flower of the artistic and intellectual world were revolutionists.,aew
aew_b0102,aew\arctic_b0102.wav,I'll only be in the way.,aew
aew_b0162,aew\arctic_b0162.wav,He thought he saw a shudder pass through the Factor's shoulders.,aew
aew_a0152,aew\arctic_a0152.wav,Philip thrust himself against it and entered.,aew
aew_b0478,aew\arctic_b0478.wav,The Oligarchy will encourage such ambition and the consequent competition.,aew
aew_b0180,aew\arctic_b0180.wav,"I, I beg pardon, he drawled.",aew
aew_b0185,aew\arctic_b0185.wav,Your being wrecked here has been a godsend to me.,aew
aew_b0351,aew\arctic_b0351.wav,"Matthewson, who's this bookkeeper, Rogers.",aew
aew_a0270,aew\arctic_a0270.wav,And after the bath a shave would not be bad.,aew
aew_a0242,aew\arctic_a0242.wav,I saw it when she rolled.,aew
aew_b0183,aew\arctic_b0183.wav,"No, I did not fall among thieves.",aew
aew_a0284,aew\arctic_a0284.wav,There was no forecasting this strange girl's processes.,aew
aew_a0113,aew\arctic_a0113.wav,I suppose you picked that lingo up among the Indians.,aew
aew_a0038,aew\arctic_a0038.wav,We'll have to watch our chances.,aew
aew_b0379,aew\arctic_b0379.wav,Christmas is an easy problem compared with a Polynesian giving-feast.,aew
aew_a0569,aew\arctic_a0569.wav,"At Lake Linderman I had one canoe, very good Peterborough canoe.",aew
aew_b0281,aew\arctic_b0281.wav,Just the same I'd sooner be myself than have book indigestion.,aew
aew_b0028,aew\arctic_b0028.wav,Lord Fitzhugh is the key to the whole situation.,aew
aew_a0591,aew\arctic_a0591.wav,We are both children together.,aew
aew_b0084,aew\arctic_b0084.wav,Your face is red with blood.,aew
aew_b0051,aew\arctic_b0051.wav,The sixth day he spent in the cabin with Gregson.,aew
aew_a0568,aew\arctic_a0568.wav,"He was just bursting with joy, joy over what.",aew
aew_a0162,aew\arctic_a0162.wav,"That's the sub-foreman, explained Thorpe.",aew
aew_a0090,aew\arctic_a0090.wav,The singing voice approached rapidly.,aew
aew_a0427,aew\arctic_a0427.wav,Enters now the psychology of the situation.,aew
aew_a0473,aew\arctic_a0473.wav,The night was calm and snowy.,aew
aew_a0381,aew\arctic_a0381.wav,My name's Ferguson.,aew
aew_a0224,aew\arctic_a0224.wav,"She nodded, and her eyes grew soft and moist.",aew
aew_a0306,aew\arctic_a0306.wav,He was pressing beyond the limits of his vocabulary.,aew
aew_a0114,aew\arctic_a0114.wav,Her words sent a strange chill through Philip.,aew
aew_a0074,aew\arctic_a0074.wav,"And now, down there, Eileen was waiting for him.",aew
aew_b0438,aew\arctic_b0438.wav,They ran the canoe in and climbed the high earth bank.,aew
aew_b0007,aew\arctic_b0007.wav,Hear the Indian dogs wailing down at Churchill.,aew
aew_a0472,aew\arctic_a0472.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",aew
aew_a0285,aew\arctic_a0285.wav,But what they want with your toothbrush is more than I can imagine.,aew
aew_b0099,aew\arctic_b0099.wav,Fifty yards ahead of her were the first of the rocks.,aew
aew_b0060,aew\arctic_b0060.wav,He would keep his faith with Gregson for the promised day or two.,aew
aew_b0426,aew\arctic_b0426.wav,The Gabriel voice of the Samurai rang out.,aew
aew_b0244,aew\arctic_b0244.wav,"You are positively soulless, he said savagely.",aew
aew_b0400,aew\arctic_b0400.wav,How could I answer the question on the spur of the moment.,aew
aew_b0515,aew\arctic_b0515.wav,But already he had composed himself.,aew
aew_a0423,aew\arctic_a0423.wav,McVeigh when he returns from a trip to Honolulu.,aew
aew_b0364,aew\arctic_b0364.wav,In the Bohemian Club of San Francisco there are some crack sailors.,aew
aew_a0321,aew\arctic_a0321.wav,The log on which Lop-Ear was lying got adrift.,aew
aew_a0194,aew\arctic_a0194.wav,He drank of the water cautiously.,aew
aew_b0149,aew\arctic_b0149.wav,Pebbles and dirt flew along with hair and fur.,aew
aew_b0434,aew\arctic_b0434.wav,The steward has just tendered me a respectful bit of advice.,aew
aew_a0351,aew\arctic_a0351.wav,It was more like sugar.,aew
aew_a0013,aew\arctic_a0013.wav,"He was a head shorter than his companion, of almost delicate physique.",aew
aew_a0379,aew\arctic_a0379.wav,"How old are you, daddy.",aew
aew_b0296,aew\arctic_b0296.wav,At times I wondered where Sir Archibald got his style.,aew
aew_b0090,aew\arctic_b0090.wav,The Churchill narrowed and its current became swifter as they progressed.,aew
aew_b0480,aew\arctic_b0480.wav,"Without discussion, it was the agents provocateurs who caused the Peasant Revolt.",aew
aew_b0168,aew\arctic_b0168.wav,The Indian felt the worship of her warm in his heart.,aew
aew_b0208,aew\arctic_b0208.wav,You read the quotations in today's paper.,aew
aew_a0177,aew\arctic_a0177.wav,She had been thoroughly and efficiently mauled.,aew
aew_a0552,aew\arctic_a0552.wav,"Yet he dreams he is immortal, I argue feebly.",aew
aew_b0033,aew\arctic_b0033.wav,How does your wager look now.,aew
aew_a0523,aew\arctic_a0523.wav,They could not continue their method of producing surpluses.,aew
aew_b0070,aew\arctic_b0070.wav,There was no chance to fire without hitting him.,aew
aew_a0275,aew\arctic_a0275.wav,There are no kiddies and half grown youths among them.,aew
aew_a0005,aew\arctic_a0005.wav,Will we ever forget it.,aew
aew_b0124,aew\arctic_b0124.wav,"Two weeks passed, and in that time Thorpe left camp three times.",aew
aew_b0481,aew\arctic_b0481.wav,The task we set ourselves was threefold.,aew
aew_b0314,aew/arctic_b0314.wav,He had been born with this endowment.,aew
aew_b0008,aew/arctic_b0008.wav,Burke himself had criticized it because of the smile.,aew
aew_a0107,aew/arctic_a0107.wav,If you only could know how I thank you.,aew
aew_b0140,aew/arctic_b0140.wav,"They edged nearer, and stood shoulder to shoulder facing their world.",aew
aew_b0392,aew/arctic_b0392.wav,"Yes, sir, he answered, with cheerful alacrity.",aew
aew_b0016,aew/arctic_b0016.wav,He chuckled as he pulled out his pipe and began filling it.,aew
aew_a0426,aew/arctic_a0426.wav,They do not know the length of time of incubation.,aew
aew_a0273,aew/arctic_a0273.wav,They are big trees and require plenty of room.,aew
aew_a0355,aew/arctic_a0355.wav,A burst of laughter was his reward.,aew
aew_a0278,aew/arctic_a0278.wav,It would give me nervous prostration.,aew
aew_b0264,aew/arctic_b0264.wav,But this time it was Saxon who rebelled.,aew
aew_b0363,aew/arctic_b0363.wav,She was built primarily to sail.,aew
aew_b0020,aew/arctic_b0020.wav,He made no reply as he waited for Whittemore to continue.,aew
aew_b0057,aew/arctic_b0057.wav,They have won popular sentiment through the newspapers.,aew
aew_a0095,aew/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision.,aew
aew_b0450,aew/arctic_b0450.wav,"To my dearest and always appreciated friend, I submit myself.",aew
aew_b0271,aew/arctic_b0271.wav,"It was put together in a casual, helter-skelter sort of way.",aew
aew_a0265,aew/arctic_a0265.wav,The discovery seemed to have been made on the spur of the moment.,aew
aew_a0168,aew/arctic_a0168.wav,Low bush whipped him in the face and left no sting.,aew
aew_a0349,aew/arctic_a0349.wav,"It was simple, in its way, and no virtue of his.",aew
aew_b0474,aew/arctic_b0474.wav,He was manifestly distressed by my coming.,aew
aew_a0003,aew/arctic_a0003.wav,For the twentieth time that evening the two men shook hands.,aew
aew_a0387,aew/arctic_a0387.wav,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",aew
aew_a0025,aew/arctic_a0025.wav,I was about to do this when cooler judgment prevailed.,aew
aew_b0382,aew/arctic_b0382.wav,I defy any man to get a Solomon Island sore in California.,aew
aew_a0245,aew/arctic_a0245.wav,"Out of his eighteen hundred, he laid aside sixteen hundred each year.",aew
aew_a0560,aew/arctic_a0560.wav,His mouth opened; words shaped vainly on his lips.,aew
aew_b0422,aew/arctic_b0422.wav,This was when the explosion occurred.,aew
aew_b0491,aew/arctic_b0491.wav,"Jacob Brinker, who was his roadmate, brought the news.",aew
aew_a0506,aew/arctic_a0506.wav,The Claudine was leaving next morning for Honolulu.,aew
aew_a0105,aew/arctic_a0105.wav,"Only, it is so wonderful, so almost impossible to believe.",aew
aew_a0252,aew/arctic_a0252.wav,O'Brien had been a clean living young man with ideals.,aew
aew_b0135,aew/arctic_b0135.wav,In it was the joy of life.,aew
aew_a0467,aew/arctic_a0467.wav,"And so early in the voyage, too.",aew
aew_a0167,aew/arctic_a0167.wav,"I was near the cabin, and saw you.",aew
aew_a0309,aew/arctic_a0309.wav,"White Leghorns, said Mrs Mortimer.",aew
aew_b0158,aew/arctic_b0158.wav,"She obeyed, shrinking back with the baby in her arms.",aew
aew_b0250,aew/arctic_b0250.wav,By this time Charley was as enraged as the Greek.,aew
aew_b0401,aew/arctic_b0401.wav,I learned it myself in English ships.,aew
aew_a0112,aew/arctic_a0112.wav,He was wounded in the arm.,aew
aew_a0464,aew/arctic_a0464.wav,"Between the rush of the cascades, streaks of rust showed everywhere.",aew
aew_a0237,aew/arctic_a0237.wav,So Hughie and I did the managing ourselves.,aew
aew_a0547,aew/arctic_a0547.wav,Men like Joe Goose dated existence from drunk to drunk.,aew
aew_b0230,aew/arctic_b0230.wav,"Now run along, and tell them to hurry.",aew
aew_a0526,aew/arctic_a0526.wav,Nowhere did the raw earth appear.,aew
aew_a0042,aew/arctic_a0042.wav,How could he explain his possession of the sketch.,aew
aew_a0283,aew/arctic_a0283.wav,"The woman in you is only incidental, accidental, and irrelevant.",aew
aew_b0201,aew/arctic_b0201.wav,I also understand that similar branch organizations have made their appearance in Europe.,aew
aew_a0032,aew/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step.,aew
aew_b0288,aew/arctic_b0288.wav,We would not spend another such night.,aew
aew_a0330,aew/arctic_a0330.wav,Red-Eye never committed a more outrageous deed.,aew
aew_b0323,aew/arctic_b0323.wav,"Crickets began to chirp, and more geese and ducks flew overhead.",aew
aew_a0138,aew/arctic_a0138.wav,In the picture he saw each moment a greater resemblance to Jeanne.,aew
aew_a0551,aew/arctic_a0551.wav,All an appearance can know is mirage.,aew
aew_b0034,aew/arctic_b0034.wav,He confessed that the sketch had startled him.,aew
aew_b0330,aew/arctic_b0330.wav,They only had a little thirty thousand dollar fire.,aew
aew_b0411,aew/arctic_b0411.wav,"He gave no reason, but his motive was obvious enough.",aew
aew_a0537,aew/arctic_a0537.wav,He was an enthusiast and a desert dweller.,aew
aew_a0528,aew/arctic_a0528.wav,"Men who endure it, call it living death.",aew
aew_a0308,aew/arctic_a0308.wav,His infernal chattering worries me even now as I think of it.,aew
aew_b0433,aew/arctic_b0433.wav,We are cooking on the coal stove and on the oil burners.,aew
aew_b0428,aew/arctic_b0428.wav,The history of our westward-faring race is written in it.,aew
aew_a0563,aew/arctic_a0563.wav,Mrs McFee's jaws brought together with a snap.,aew
aew_a0267,aew/arctic_a0267.wav,"Eli Harding asked, as Shunk started to follow.",aew
aew_a0382,aew/arctic_a0382.wav,Daylight found himself charmed and made curious by the little man.,aew
aew_a0295,aew/arctic_a0295.wav,And twenty men could hold it with spears and arrows.,aew
aew_b0217,aew/arctic_b0217.wav,Such is my passage engaged on the steamer.,aew
aew_a0565,aew/arctic_a0565.wav,"With them were Indians, also three other men.",aew
aew_a0557,aew/arctic_a0557.wav,The last refugee had passed.,aew
aew_b0386,aew/arctic_b0386.wav,My idea was that he would have more influence over the natives.,aew
aew_b0052,aew/arctic_b0052.wav,The flush was gone from her face.,aew
aew_a0274,aew/arctic_a0274.wav,And Raoul listened again to the tale of the house.,aew
aew_a0036,aew/arctic_a0036.wav,She turned in at the hotel.,aew
aew_a0153,aew/arctic_a0153.wav,MacDougall tapped his forehead suspiciously with a stubby forefinger.,aew
aew_a0226,aew/arctic_a0226.wav,That came before my A B C's.,aew
aew_a0514,aew/arctic_a0514.wav,We are consumed in our own flesh-pots.,aew
aew_b0005,aew/arctic_b0005.wav,His slim fingers closed like steel about Philip's.,aew
aew_a0542,aew/arctic_a0542.wav,"Without a doubt, some of them have dinner engagements.",aew
aew_b0362,aew/arctic_b0362.wav,We threaten to be of the one mind before the voyage is completed.,aew
aew_b0074,aew/arctic_b0074.wav,"Yet, behind them there was another and more powerful motive.",aew
aew_a0574,aew/arctic_a0574.wav,"Good business man, Curly, O'Brien was saying.",aew
aew_b0112,aew/arctic_b0112.wav,Jeanne and Pierre both gazed toward the great rock.,aew
aew_a0271,aew/arctic_a0271.wav,Now please give a plain statement of what occurred.,aew
aew_a0183,aew/arctic_a0183.wav,And the air was growing chilly.,aew
aew_a0475,aew/arctic_a0475.wav,"His outstretched arm dropped to his side, and he paused.",aew
aew_b0468,aew/arctic_b0468.wav,It was introduced by Representative Dick of Ohio.,aew
aew_b0301,aew/arctic_b0301.wav,A flying arrow passed between us.,aew
aew_a0556,aew/arctic_a0556.wav,"Why, he's bought forty pounds of goods from you already.",aew
aew_a0200,aew/arctic_a0200.wav,"He leapt again, and the club caught him once more.",aew
aew_b0475,aew/arctic_b0475.wav,Not a wheel moved in his empire.,aew
aew_a0431,aew/arctic_a0431.wav,Wada and Nakata were in a bit of a funk.,aew
aew_a0590,aew/arctic_a0590.wav,In a way he is my protege.,aew
aew_b0035,aew/arctic_b0035.wav,"After all, the picture was only a resemblance.",aew
aew_a0336,aew/arctic_a0336.wav,So unexpected was my charge that I knocked him off his feet.,aew
aew_b0142,aew/arctic_b0142.wav,Something vastly more thrilling had come into it now.,aew
aew_b0408,aew/arctic_b0408.wav,You have all the advantage.,aew
aew_a0064,aew/arctic_a0064.wav,The fourth and fifth days passed without any developments.,aew
aew_a0063,aew/arctic_a0063.wav,"Yes, it was a man who asked, a stranger.",aew
aew_a0315,aew/arctic_a0315.wav,"Saxon waited, for she knew a fresh idea had struck Billy.",aew
aew_a0503,aew/arctic_a0503.wav,His beady black eyes saw bargains where other men saw bankruptcy.,aew
aew_a0207,aew/arctic_a0207.wav,How much was it.,aew
aew_a0081,aew/arctic_a0081.wav,What if she did not come to the rock.,aew
aew_a0389,aew/arctic_a0389.wav,"Mab, she said.",aew
aew_a0277,aew/arctic_a0277.wav,"McCoy found a stifling, poisonous atmosphere in the pent cabin.",aew
aew_a0369,aew/arctic_a0369.wav,"In partnership with Daylight, the pair raided the San Jose Interurban.",aew
aew_a0491,aew/arctic_a0491.wav,"And as in denial of guilt, the one-legged boy replied.",aew
aew_a0482,aew/arctic_a0482.wav,And their chief virtue lies in that they will never wear out.,aew
aew_b0058,aew/arctic_b0058.wav,We must achieve our own salvation.,aew
aew_a0531,aew/arctic_a0531.wav,In what bucolic school of fence he had been taught was beyond imagining.,aew
aew_b0534,aew/arctic_b0534.wav,"I'll tell you, the librarian said with a brightening face.",aew
aew_b0388,aew/arctic_b0388.wav,I made no more overtures.,aew
aew_a0188,aew/arctic_a0188.wav,Two gigantic owls were tearing at the carcass.,aew
aew_b0284,aew/arctic_b0284.wav,"There was one difficulty, however.",aew
aew_b0219,aew/arctic_b0219.wav,"Well, there are better men in Hawaii, that's all.",aew
aew_a0346,aew/arctic_a0346.wav,Get down and dig in.,aew
aew_b0097,aew/arctic_b0097.wav,"Besides, that noise makes me deaf.",aew
aew_b0036,aew/arctic_b0036.wav,"He wondered, too, where Roscoe was.",aew
aew_b0415,aew/arctic_b0415.wav,There was nothing for us but the wide raw ocean.,aew
aew_b0260,aew/arctic_b0260.wav,It's worth eight dollars.,aew
aew_b0476,aew/arctic_b0476.wav,The reorganization of these countries took the form of revolution.,aew
aew_a0052,aew/arctic_a0052.wav,It was a curious coincidence.,aew
aew_b0146,aew/arctic_b0146.wav,"After all, it was simply a mistake in judgment.",aew
aew_a0176,aew/arctic_a0176.wav,For the first time in his life he was yearning for a scrap.,aew
aew_b0283,aew/arctic_b0283.wav,But we were without this momentum.,aew
aew_a0338,aew/arctic_a0338.wav,The fighting had now become intermittent.,aew
aew_a0128,aew/arctic_a0128.wav,This one hope was destroyed as quickly as it was born.,aew
aew_b0529,aew/arctic_b0529.wav,"Come on, Del Mar challenged.",aew
aew_b0092,aew/arctic_b0092.wav,I want to die in it.,aew
aew_a0149,aew/arctic_a0149.wav,For an instant he saw Pierre drawn like a silhouette against the sky.,aew
aew_a0299,aew/arctic_a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,aew
aew_a0282,aew/arctic_a0282.wav,If you mean to insinuate -- Brentwood began hotly.,aew
aew_a0439,aew/arctic_a0439.wav,"At sea, Wednesday, March 18, 1908.",aew
aew_a0304,aew/arctic_a0304.wav,I graduated last of my class.,aew
aew_a0508,aew/arctic_a0508.wav,Soon shall it be thrust back from off prostrate humanity.,aew
aew_a0318,aew/arctic_a0318.wav,Production is doubling and quadrupling upon itself.,aew
aew_a0169,aew/arctic_a0169.wav,Suddenly Jeanne stopped for an instant.,aew
aew_a0450,aew/arctic_a0450.wav,No man ate of the seal meat or the oil.,aew
aew_a0175,aew/arctic_a0175.wav,Down there the earth was already swelling with life.,aew
aew_b0171,aew/arctic_b0171.wav,He changed his seat for a steamer reclining chair.,aew
aew_b0177,aew/arctic_b0177.wav,"Her gray eyes were flashing, and her lips were quivering.",aew
aew_b0319,aew/arctic_b0319.wav,"Daylight was tired, profoundly tired.",aew
aew_a0558,aew/arctic_a0558.wav,"And the foundation stone of service, in his case, was obedience.",aew
aew_a0134,aew/arctic_a0134.wav,He obeyed the pressure of her hand.,aew
aew_a0026,aew/arctic_a0026.wav,It occurred to me that there would have to be an accounting.,aew
aew_a0035,aew/arctic_a0035.wav,"He stopped, and Philip nodded at the horrified question in his eyes.",aew
aew_a0031,aew/arctic_a0031.wav,They were three hundred yards apart.,aew
aew_b0427,aew/arctic_b0427.wav,The sunsets grow more bizarre and spectacular off this coast of the Argentine.,aew
aew_a0495,aew/arctic_a0495.wav,He bore no grudges and had few enemies.,aew
aew_b0275,aew/arctic_b0275.wav,But I did not enjoy it long.,aew
aew_b0236,aew/arctic_b0236.wav,Oolong was two hundred and fifty miles from the nearest land.,aew
aew_b0257,aew/arctic_b0257.wav,Tudor surveyed him with withering disgust.,aew
aew_a0364,aew/arctic_a0364.wav,"We have plenty of capital ourselves, and yet we want more.",aew
aew_b0437,aew/arctic_b0437.wav,Nowhere in the North is the soil so prolific.,aew
aew_a0172,aew/arctic_a0172.wav,Gregson had left the outer door slightly ajar.,aew
aew_b0287,aew/arctic_b0287.wav,Or have they already devised one.,aew
aew_a0130,aew/arctic_a0130.wav,"She was his now, forever.",aew
aew_b0166,aew/arctic_b0166.wav,"Fast, but endure.",aew
aew_a0158,aew/arctic_a0158.wav,Does that look good.,aew
aew_a0386,aew/arctic_a0386.wav,"I can't argue with you, and you know that.",aew
aew_a0361,aew/arctic_a0361.wav,"But he did not broach it, preferring to mature it carefully.",aew
aew_b0389,aew/arctic_b0389.wav,"Among my minor afflictions, I may mention a new and mysterious one.",aew
aew_b0371,aew/arctic_b0371.wav,Yield yourself to the waters that are ripping and tearing at you.,aew
aew_b0396,aew/arctic_b0396.wav,The pain from my hurt knee was agonizing.,aew
aew_b0066,aew/arctic_b0066.wav,"If I meet her again I shall apologize, said Eileen.",aew
aew_a0021,aew/arctic_a0021.wav,It fairly clubbed me into recognizing it.,aew
aew_a0313,aew/arctic_a0313.wav,Broken-Tooth yelled with fright and pain.,aew
